component,RelativeL2_error,RelativeL2_percent,Accuracy_percent
U,0.01791648539919148,1.7916485399191482,98.20835146008085
V,0.002375240181611176,0.2375240181611176,99.76247598183888
W,0.00807631939104033,0.8076319391040331,99.19236806089597
