# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 4.674888259614817798e-05 1.068551209755241871e-03 4.694471863331273198e-05 3.867505482535449346e-10 1.798549294471740723e-02 2.057929515838623047e+00 5.608392953872680664e-01 4.252346386124372657e-08 2.029016059168498032e-06 2.802559018189043627e-10 7.929434104880783707e-07 1.204201034852303565e-04 7.394272834062576294e-04 1.636566370725631714e-01 6.508360820589587092e-05 1.244027283973991871e-03 5.748237890657037497e-05 2.838480284150790567e-10 1.798549294471740723e-02 2.057929515838623047e+00 5.608392953872680664e-01 4.252346386124372657e-08 2.029016059168498032e-06 2.802559018189043627e-10 7.929434104880783707e-07 1.204201034852303565e-04 7.394272834062576294e-04 1.636566370725631714e-01
5.000000000000000000e+02 5.817569035571068525e-05 7.127996468625497073e-06 4.706987965619191527e-06 2.852893885574303567e-06 2.855400962289422750e-04 6.185096572153270245e-04 7.470418512821197510e-02 5.892061381018720567e-07 3.623430018251383444e-07 2.211707617050251429e-08 5.331130203956035984e-09 2.387661091063364438e-08 1.627283040761540178e-06 4.788130172528326511e-05 1.746367524901870638e-05 3.342662694194586948e-06 3.428700210861279629e-06 1.020670424622949213e-06 2.855400962289422750e-04 6.185096572153270245e-04 7.470418512821197510e-02 5.892061381018720567e-07 3.623430018251383444e-07 2.211707617050251429e-08 5.331130203956035984e-09 2.387661091063364438e-08 1.627283040761540178e-06 4.788130172528326511e-05
1.000000000000000000e+03 2.950373163912445307e-05 8.349542440555524081e-06 4.334681761974934489e-06 1.744887981658393983e-06 1.014143563224934042e-04 9.535476419841870666e-05 2.199630998075008392e-02 4.799699695468007121e-07 7.738418617009301670e-07 2.493434294592589140e-07 6.675924812959976862e-10 1.426805618098825335e-10 2.699922063698068087e-08 1.240773235622327775e-05 1.149193394667236134e-05 4.387036824482493103e-06 3.915190973202697933e-06 1.388953137393400539e-06 1.014143563224934042e-04 9.535476419841870666e-05 2.199630998075008392e-02 4.799699695468007121e-07 7.738418617009301670e-07 2.493434294592589140e-07 6.675924812959976862e-10 1.426805618098825335e-10 2.699922063698068087e-08 1.240773235622327775e-05
1.500000000000000000e+03 2.010910975513979793e-06 7.418256245728116482e-06 2.720556722124456428e-06 1.793308229025569744e-06 6.854097591713070869e-05 5.554641757044009864e-05 1.287227496504783630e-03 3.625573299359530210e-07 5.342392910279158968e-07 1.874627564291131421e-08 2.720209335560497266e-10 1.303740226887839526e-09 3.628637728070316371e-07 4.035107849631458521e-06 1.804384510251111351e-06 3.670143541967263445e-06 2.536237388994777575e-06 2.180978071919525973e-06 6.854097591713070869e-05 5.554641757044009864e-05 1.287227496504783630e-03 3.625573299359530210e-07 5.342392910279158968e-07 1.874627564291131421e-08 2.720209335560497266e-10 1.303740226887839526e-09 3.628637728070316371e-07 4.035107849631458521e-06
2.000000000000000000e+03 1.478489707551489118e-06 7.400918548228219151e-06 2.740811396506614983e-06 1.843676614043943118e-06 2.852473880921024829e-05 2.834104998328257352e-05 6.392070645233616233e-05 3.070584284614596982e-07 3.560361108156939736e-07 3.741633349818584975e-07 9.739216100257408470e-10 3.437700402120213994e-10 2.363435214647324756e-06 2.010434855037601665e-06 9.224494874615629669e-07 3.530735284584807232e-06 2.500336222510668449e-06 2.342452262382721528e-06 2.852473880921024829e-05 2.834104998328257352e-05 6.392070645233616233e-05 3.070584284614596982e-07 3.560361108156939736e-07 3.741633349818584975e-07 9.739216100257408470e-10 3.437700402120213994e-10 2.363435214647324756e-06 2.010434855037601665e-06
2.500000000000000000e+03 1.222442733705975115e-06 7.416145308525301516e-06 2.735108182605472393e-06 1.788087729437393136e-06 1.760797204042319208e-05 1.490545400884002447e-05 1.236297248397022486e-05 3.033620146197790746e-07 3.540707211868721060e-07 4.591387039454275509e-07 8.255602867990319282e-10 1.635292595780768465e-11 1.452522610634332523e-06 1.214798089677060489e-06 7.619960911142698023e-07 3.522351789797539823e-06 2.496290335329831578e-06 2.299800371474702843e-06 1.760797204042319208e-05 1.490545400884002447e-05 1.236297248397022486e-05 3.033620146197790746e-07 3.540707211868721060e-07 4.591387039454275509e-07 8.255602867990319282e-10 1.635292595780768465e-11 1.452522610634332523e-06 1.214798089677060489e-06
3.000000000000000000e+03 1.080941842701577116e-06 7.431194262608187273e-06 2.717731604207074270e-06 1.717763666420069057e-06 9.803252396523021162e-06 8.255826287495438010e-06 8.957455065683461726e-06 2.932121958565403474e-07 3.647727737643435830e-07 4.558526711662125308e-07 5.331199925961982444e-10 7.391388716360136613e-12 8.585263344684790354e-07 6.014570885781722609e-07 6.898025048940326087e-07 3.519819301800453104e-06 2.486462790329824202e-06 2.221357362941489555e-06 9.803252396523021162e-06 8.255826287495438010e-06 8.957455065683461726e-06 2.932121958565403474e-07 3.647727737643435830e-07 4.558526711662125308e-07 5.331199925961982444e-10 7.391388716360136613e-12 8.585263344684790354e-07 6.014570885781722609e-07
3.500000000000000000e+03 9.976049568649614230e-07 7.424609520967351273e-06 2.701093308132840320e-06 1.646441887714900076e-06 4.818140496354317293e-06 5.266999778541503474e-06 7.595071110699791461e-06 2.847744724476797273e-07 3.667235262128087925e-07 4.441666874299698975e-07 3.346424803929437530e-10 7.521547620847890414e-12 4.692764434821583563e-07 3.547653761870606104e-07 6.478084628724900540e-07 3.506803750497056171e-06 2.477012685631052591e-06 2.138148147423635237e-06 4.818140496354317293e-06 5.266999778541503474e-06 7.595071110699791461e-06 2.847744724476797273e-07 3.667235262128087925e-07 4.441666874299698975e-07 3.346424803929437530e-10 7.521547620847890414e-12 4.692764434821583563e-07 3.547653761870606104e-07
4.000000000000000000e+03 9.466562573834380601e-07 7.403173640341265127e-06 2.685100298549514264e-06 1.575941837472782936e-06 2.054783635685453191e-06 3.694302222356782295e-06 6.821602710260776803e-06 2.771239451249130070e-07 3.616549406615376938e-07 4.314237855851388304e-07 2.148621003339457047e-10 6.665191835952821720e-12 2.293978980105748633e-07 2.414755329027684638e-07 6.232937153072271030e-07 3.486599553070846014e-06 2.467539161443710327e-06 2.054468950518639758e-06 2.054783635685453191e-06 3.694302222356782295e-06 6.821602710260776803e-06 2.771239451249130070e-07 3.616549406615376938e-07 4.314237855851388304e-07 2.148621003339457047e-10 6.665191835952821720e-12 2.293978980105748633e-07 2.414755329027684638e-07
4.500000000000000000e+03 9.090734920391696505e-07 7.373617336270399392e-06 2.669987679837504402e-06 1.506815351604018360e-06 7.709851388426613994e-07 2.675189534784294665e-06 6.340646905300673097e-06 2.681202033727458911e-07 3.531541779011604376e-07 4.176969241598271765e-07 1.480338629455957289e-10 9.639464573774070288e-12 1.114003040925126697e-07 1.708461354610335547e-07 6.069342930459242780e-07 3.462089580352767371e-06 2.457975824654567987e-06 1.971384108401252888e-06 7.709851388426613994e-07 2.675189534784294665e-06 6.340646905300673097e-06 2.681202033727458911e-07 3.531541779011604376e-07 4.176969241598271765e-07 1.480338629455957289e-10 9.639464573774070288e-12 1.114003040925126697e-07 1.708461354610335547e-07
