component,RelativeL2_error,RelativeL2_percent,Accuracy_percent
U,0.013561808666151419,1.3561808666151418,98.64381913338485
V,0.0003402547134704981,0.03402547134704981,99.96597452865295
W,0.007345070558752262,0.7345070558752262,99.26549294412477
