component,RelativeL2_error,RelativeL2_percent,Accuracy_percent
U,0.05430025792188162,5.430025792188162,94.56997420781184
V,0.0047527736829054215,0.4752773682905421,99.52472263170945
W,0.007773264599626579,0.7773264599626578,99.22267354003735
