component,RelativeL2_error,RelativeL2_percent,Accuracy_percent
U,0.08388810373684456,8.388810373684457,91.61118962631554
V,0.0073541300101249985,0.7354130010124998,99.2645869989875
W,0.010669839462412357,1.0669839462412356,98.93301605375876
