Re,r_train,r_eval,evaluation_type,checkpoint,E_u_relL2_pct,E_v_relL2_pct,E_w_relL2_pct,E_uvw_combined_relL2_pct,du_dz_PINN,du_dz_ref,E_du_dz_rel_pct,dv_dz_PINN,dv_dz_ref,E_dv_dz_rel_pct,w_far_PINN,w_far_ref,E_w_far_rel_pct,lambda_slip,eta_slip,n_hidden_layers,neurons_per_layer,noise_level,N_profile
196.0,0.25,0.25,training_radius,MWDisk_noise_sweep\Re196_lam0.0_eta0.0_robs0.25_64x4_noise0pct\model_adam-3000.pt,2.220896510673572,0.22323028893119615,0.9385234370833215,0.35505960038536755,1.8147846460342407,1.7857475689081825,1.6260460118566276,-2.170079231262207,-2.1556837769596884,0.6677906312780981,-0.06309498101472855,-0.06302115011371297,0.11715257636898227,0.0,0.0,4,64,0.0,400
196.0,0.25,0.5,radial_transfer,MWDisk_noise_sweep\Re196_lam0.0_eta0.0_robs0.25_64x4_noise0pct\model_adam-3000.pt,1.834060406500334,0.38538199487545294,0.8990229340877937,0.4229666564792792,3.591367721557617,3.571495137816365,0.5564219738348108,-4.359498500823975,-4.311367553919377,1.1163730835438277,-0.06312674283981323,-0.06302115011371297,0.16755125209510985,0.0,0.0,4,64,0.0,400
196.0,0.25,0.75,radial_transfer,MWDisk_noise_sweep\Re196_lam0.0_eta0.0_robs0.25_64x4_noise0pct\model_adam-3000.pt,2.056766631000737,0.4980849889008623,1.0417879175330522,0.5287443809440823,5.320418834686279,5.3572427067245485,0.6873661331797966,-6.492739677429199,-6.467051330879064,0.39721884419685216,-0.0631808266043663,-0.06302115011371297,0.2533696867880397,0.0,0.0,4,64,0.0,400
196.0,0.25,1.0,radial_transfer,MWDisk_noise_sweep\Re196_lam0.0_eta0.0_robs0.25_64x4_noise0pct\model_adam-3000.pt,2.594390333766997,0.48083709208872144,1.4622029392627707,0.5299386681387326,6.982964992523193,7.14299027563273,2.240312207275988,-8.506989479064941,-8.622735107838754,1.3423307955800488,-0.06325020641088486,-0.06302115011371297,0.3634594049118258,0.0,0.0,4,64,0.0,400
