component,RelativeL2_error,RelativeL2_percent,Accuracy_percent
U,0.01026369773260873,1.026369773260873,98.97363022673913
V,0.0007016170459899841,0.07016170459899841,99.929838295401
W,0.008217622413950854,0.8217622413950854,99.17823775860491
