component,RelativeL2_error,RelativeL2_percent,Accuracy_percent
U,0.011750028290584223,1.1750028290584222,98.82499717094157
V,0.0034057500187851275,0.34057500187851275,99.6594249981215
W,0.0057638210313232284,0.5763821031323229,99.42361789686768
