component,RelativeL2_error,RelativeL2_percent,Accuracy_percent
U,0.010990899369152934,1.0990899369152933,98.90091006308471
V,0.005920266292564808,0.5920266292564808,99.40797337074352
W,0.006924431504655429,0.692443150465543,99.30755684953446
