# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 7.701714634895324707e-01 7.171022891998291016e-02 2.261585369706153870e-02 7.644050492672249675e-05 2.025405913591384888e-01 1.603209525346755981e-01 6.156698218546807766e-04 5.456286482512950897e-03 2.971480134874582291e-03 4.871770215686410666e-05 1.853204071521759033e-01 5.536074750125408173e-04 7.577654123306274414e-01 6.826806813478469849e-02 2.273663133382797241e-02 7.611812907271087170e-05 2.025405913591384888e-01 1.603209525346755981e-01 6.156698218546807766e-04 5.456286482512950897e-03 2.971480134874582291e-03 4.871770215686410666e-05 1.853204071521759033e-01 5.536074750125408173e-04
1.000000000000000000e+01 4.496758803725242615e-02 3.878590837121009827e-02 1.311292289756238461e-03 1.180813524115364999e-05 1.087399479001760483e-02 8.519911766052246094e-02 3.188048023730516434e-03 6.127489614300429821e-04 6.013557780534029007e-03 1.187551697512390092e-05 7.345877122133970261e-03 1.436303742229938507e-02 4.479682818055152893e-02 3.656850010156631470e-02 1.275746384635567665e-03 1.182691175927175209e-05 1.087399479001760483e-02 8.519911766052246094e-02 3.188048023730516434e-03 6.127489614300429821e-04 6.013557780534029007e-03 1.187551697512390092e-05 7.345877122133970261e-03 1.436303742229938507e-02
2.000000000000000000e+01 2.101378515362739563e-03 2.821414545178413391e-02 9.847294859355315566e-05 2.096741445711813867e-05 4.365363623946905136e-03 6.013483926653862000e-02 2.673608949407935143e-03 1.216868913616053760e-04 7.183957844972610474e-03 9.627391591493505985e-06 5.844249972142279148e-04 1.829549297690391541e-02 2.001086017116904259e-03 2.598940581083297729e-02 8.198866999009624124e-05 2.121626312145963311e-05 4.365363623946905136e-03 6.013483926653862000e-02 2.673608949407935143e-03 1.216868913616053760e-04 7.183957844972610474e-03 9.627391591493505985e-06 5.844249972142279148e-04 1.829549297690391541e-02
3.000000000000000000e+01 2.036795951426029205e-03 2.599340677261352539e-02 6.388324982253834605e-05 1.985612288990523666e-05 4.772185813635587692e-03 5.001996830105781555e-02 2.503595547750592232e-03 6.234365719137713313e-05 5.337007343769073486e-03 1.183464610221562907e-05 2.433321969874668866e-05 1.144854584708809853e-03 1.975554507225751877e-03 2.357217855751514435e-02 5.212888936512172222e-05 2.006846625590696931e-05 4.772185813635587692e-03 5.001996830105781555e-02 2.503595547750592232e-03 6.234365719137713313e-05 5.337007343769073486e-03 1.183464610221562907e-05 2.433321969874668866e-05 1.144854584708809853e-03
4.000000000000000000e+01 2.945126732811331749e-03 1.750709302723407745e-02 9.060650336323305964e-05 1.722230808809399605e-05 4.431318026036024094e-03 2.515273168683052063e-02 2.646428532898426056e-03 4.528087447397410870e-05 4.338080994784832001e-03 1.364227409794693813e-05 5.637115100398659706e-04 7.810431998223066330e-03 2.717763418331742287e-03 1.475190185010433197e-02 7.798231672495603561e-05 1.730708936520386487e-05 4.431318026036024094e-03 2.515273168683052063e-02 2.646428532898426056e-03 4.528087447397410870e-05 4.338080994784832001e-03 1.364227409794693813e-05 5.637115100398659706e-04 7.810431998223066330e-03
5.000000000000000000e+01 1.971090445294976234e-03 1.550349872559309006e-02 6.639245111728087068e-05 1.900166535051539540e-05 4.987843800336122513e-03 1.488861348479986191e-02 2.639925573021173477e-03 6.900161224621115252e-06 2.752089640125632286e-03 1.562021680001635104e-05 3.633896994870156050e-05 1.959068002179265022e-03 1.864482997916638851e-03 1.238139439374208450e-02 5.690519901691004634e-05 1.903950942505616695e-05 4.987843800336122513e-03 1.488861348479986191e-02 2.639925573021173477e-03 6.900161224621115252e-06 2.752089640125632286e-03 1.562021680001635104e-05 3.633896994870156050e-05 1.959068002179265022e-03
6.000000000000000000e+01 1.126507995650172234e-03 1.265267841517925262e-02 1.092808306566439569e-04 1.805583087843842804e-05 3.658806672319769859e-03 7.214102428406476974e-03 2.620464190840721130e-03 9.890859473671298474e-06 2.128576161339879036e-03 1.592213629919569939e-05 8.044091373449191451e-05 2.241307171061635017e-03 1.060568960383534431e-03 9.373897686600685120e-03 1.013860019156709313e-04 1.790357055142521858e-05 3.658806672319769859e-03 7.214102428406476974e-03 2.620464190840721130e-03 9.890859473671298474e-06 2.128576161339879036e-03 1.592213629919569939e-05 8.044091373449191451e-05 2.241307171061635017e-03
7.000000000000000000e+01 9.960948955267667770e-04 1.137008517980575562e-02 1.383296621497720480e-04 1.835318653320427984e-05 3.136904910206794739e-03 3.552980720996856689e-03 2.473431872203946114e-03 1.503260955360019580e-05 1.154672703705728054e-03 1.217771205119788647e-05 1.803354643925558776e-05 2.319396706297993660e-03 9.629649575799703598e-04 7.764121051877737045e-03 1.306532940361648798e-04 1.772667565091978759e-05 3.136904910206794739e-03 3.552980720996856689e-03 2.473431872203946114e-03 1.503260955360019580e-05 1.154672703705728054e-03 1.217771205119788647e-05 1.803354643925558776e-05 2.319396706297993660e-03
8.000000000000000000e+01 8.893125341273844242e-04 1.039155758917331696e-02 1.424474758096039295e-04 1.871078711701557040e-05 2.887188456952571869e-03 2.196009270846843719e-03 2.266213297843933105e-03 4.561021341942250729e-06 7.856023730710148811e-04 5.162862635188503191e-06 3.154891601298004389e-07 2.004117704927921295e-03 8.601152221672236919e-04 6.647378206253051758e-03 1.369978708680719137e-04 1.779533522494602948e-05 2.887188456952571869e-03 2.196009270846843719e-03 2.266213297843933105e-03 4.561021341942250729e-06 7.856023730710148811e-04 5.162862635188503191e-06 3.154891601298004389e-07 2.004117704927921295e-03
9.000000000000000000e+01 7.728463388048112392e-04 9.540917351841926575e-03 1.485477405367419124e-04 1.856808012234978378e-05 2.648694440722465515e-03 2.110184868797659874e-03 2.034188481047749519e-03 3.354882665007608011e-06 8.464067359454929829e-04 2.699520791793474928e-06 1.290694308409001678e-05 1.676278770901262760e-03 7.422572816722095013e-04 5.887138657271862030e-03 1.460326602682471275e-04 1.706078546703793108e-05 2.648694440722465515e-03 2.110184868797659874e-03 2.034188481047749519e-03 3.354882665007608011e-06 8.464067359454929829e-04 2.699520791793474928e-06 1.290694308409001678e-05 1.676278770901262760e-03
1.000000000000000000e+02 8.743429789319634438e-04 9.144642390310764313e-03 1.654979569138959050e-04 1.870253436209168285e-05 2.286632079631090164e-03 1.930539496243000031e-03 1.850710134021937847e-03 4.938081929140025750e-06 8.496494265273213387e-04 1.270575921807903796e-06 3.114685387117788196e-05 1.628846162930130959e-03 8.591781952418386936e-04 5.528674460947513580e-03 1.649378100410103798e-04 1.672075268288608640e-05 2.286632079631090164e-03 1.930539496243000031e-03 1.850710134021937847e-03 4.938081929140025750e-06 8.496494265273213387e-04 1.270575921807903796e-06 3.114685387117788196e-05 1.628846162930130959e-03
1.100000000000000000e+02 9.646179387345910072e-04 8.921144530177116394e-03 1.769867376424372196e-04 1.853542926255613565e-05 2.027620095759630203e-03 1.655820989981293678e-03 1.709705567918717861e-03 4.187296326563227922e-06 8.569120545871555805e-04 5.663048341375542805e-07 3.445809124968945980e-05 1.630133832804858685e-03 9.526138310320675373e-04 5.348936654627323151e-03 1.783696643542498350e-04 1.578022784087806940e-05 2.027620095759630203e-03 1.655820989981293678e-03 1.709705567918717861e-03 4.187296326563227922e-06 8.569120545871555805e-04 5.663048341375542805e-07 3.445809124968945980e-05 1.630133832804858685e-03
1.200000000000000000e+02 9.400404524058103561e-04 8.812599815428256989e-03 1.873885194072499871e-04 1.828291351557709277e-05 1.918862806633114815e-03 1.444095396436750889e-03 1.577118993736803532e-03 3.321897338537382893e-06 8.324849768541753292e-04 2.346571505995598272e-07 4.298261410440318286e-05 1.557855866849422455e-03 9.050884982571005821e-04 5.286121740937232971e-03 1.897667971206828952e-04 1.490336217102594674e-05 1.918862806633114815e-03 1.444095396436750889e-03 1.577118993736803532e-03 3.321897338537382893e-06 8.324849768541753292e-04 2.346571505995598272e-07 4.298261410440318286e-05 1.557855866849422455e-03
1.300000000000000000e+02 9.723852272145450115e-04 8.616944774985313416e-03 2.066604938590899110e-04 1.636691558815073222e-05 1.783762709237635136e-03 1.371042802929878235e-03 1.441021333448588848e-03 3.463821485638618469e-06 8.059474057517945766e-04 1.503974118577389163e-07 4.624876237357966602e-05 1.154362573288381100e-03 9.482190944254398346e-04 5.159602034837007523e-03 2.082334976876154542e-04 1.299295308854198083e-05 1.783762709237635136e-03 1.371042802929878235e-03 1.441021333448588848e-03 3.463821485638618469e-06 8.059474057517945766e-04 1.503974118577389163e-07 4.624876237357966602e-05 1.154362573288381100e-03
1.400000000000000000e+02 9.822932770475745201e-04 8.419222198426723480e-03 2.313919685548171401e-04 1.532119313196744770e-05 1.613165601156651974e-03 1.232994371093809605e-03 1.317129353992640972e-03 1.090362275135703385e-06 7.800012826919555664e-04 1.383334335969266249e-07 9.597553435014560819e-05 7.850828696973621845e-04 9.517005528323352337e-04 5.037169903516769409e-03 2.340013452339917421e-04 1.220090143760899082e-05 1.613165601156651974e-03 1.232994371093809605e-03 1.317129353992640972e-03 1.090362275135703385e-06 7.800012826919555664e-04 1.383334335969266249e-07 9.597553435014560819e-05 7.850828696973621845e-04
1.500000000000000000e+02 9.089172817766666412e-04 8.090524934232234955e-03 2.567463670857250690e-04 1.541203164379112422e-05 1.531528658233582973e-03 1.254175556823611259e-03 1.212173607200384140e-03 1.263592594114015810e-06 7.370997336693108082e-04 7.392632994651648914e-08 7.967489364091306925e-05 3.901208110619336367e-04 8.647752110846340656e-04 4.764846526086330414e-03 2.585282200016081333e-04 1.182362484541954473e-05 1.531528658233582973e-03 1.254175556823611259e-03 1.212173607200384140e-03 1.263592594114015810e-06 7.370997336693108082e-04 7.392632994651648914e-08 7.967489364091306925e-05 3.901208110619336367e-04
1.600000000000000000e+02 8.921257685869932175e-04 7.746302988380193710e-03 2.548963238950818777e-04 1.567428989801555872e-05 1.459141611121594906e-03 1.191700343042612076e-03 1.162194646894931793e-03 1.812261871236842126e-06 6.769425235688686371e-04 1.793666726257470145e-08 6.386327731888741255e-05 3.738715022336691618e-04 8.592057274654507637e-04 4.469361621886491776e-03 2.580080181360244751e-04 1.192683430417673662e-05 1.459141611121594906e-03 1.191700343042612076e-03 1.162194646894931793e-03 1.812261871236842126e-06 6.769425235688686371e-04 1.793666726257470145e-08 6.386327731888741255e-05 3.738715022336691618e-04
